,Unnamed: 0,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Y,RAM latency,% defective devices (from 1000 pc),QDR benchamrk
178,178,Dell,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.32,Linux,3739.27,8.2,13.2,1437.0
179,179,Apple,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,7.9,2.69,FreeDOS,1134.98,7.0,11.48,1216.0
180,180,Samsung,AMD Ryzen 5,64,2TB SSD,Nvidia GTX 1650,13.3,1366x768,10.9,2.33,Windows,2105.65,7.7,10.7,1574.0
181,181,HP,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3060,14.0,1366x768,11.8,3.28,Linux,1434.82,7.3,10.76,1193.0
182,182,MSI,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,10.5,1.33,FreeDOS,2551.92,7.8,11.79,1534.0
183,183,Microsoft,Intel i5,32,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,4.3,2.42,Windows,1118.11,7.0,7.69,1344.0
184,184,Samsung,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.3,1.56,Linux,3729.28,8.2,5.89,1115.0
185,185,Microsoft,Intel i3,8,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,10.4,3.06,Linux,1001.65,6.9,13.61,972.0
186,186,Asus,Intel i7,16,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,4.1,2.59,Windows,2352.27,7.8,8.47,1308.0
187,187,HP,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,6.7,1.24,FreeDOS,2144.65,7.7,8.57,2011.0
188,188,Dell,AMD Ryzen 9,4,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,6.0,2.56,Linux,1443.2,7.3,9.56,1025.0
189,189,Acer,AMD Ryzen 3,8,1TB HDD,Integrated,17.3,1920x1080,4.4,3.49,FreeDOS,554.72,6.3,9.32,1572.0
190,190,Apple,Intel i5,8,512GB SSD,Integrated,13.3,1920x1080,5.7,1.24,macOS,1087.07,7.0,17.13,1733.0
191,191,Samsung,Intel i7,16,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.5,3.3,FreeDOS,1619.29,7.4,7.94,1526.0
192,192,Apple,Intel i5,64,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,9.4,2.82,FreeDOS,3998.58,8.3,9.48,701.0
193,193,Apple,Intel i3,64,1TB HDD,Integrated,15.6,1366x768,6.8,1.79,Windows,1468.97,7.3,12.03,1604.0
194,194,Samsung,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,7.9,2.07,macOS,908.56,6.8,11.88,842.0
195,195,HP,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,4.2,2.36,FreeDOS,3667.64,8.2,13.55,1200.0
196,196,Samsung,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,4.9,2.5,Linux,1314.19,7.2,8.34,875.0
197,197,Asus,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,9.6,3.17,FreeDOS,2194.29,7.7,7.47,745.0
198,198,Lenovo,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,6.7,1.28,Linux,900.51,6.8,8.15,1088.0
199,199,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,1.54,FreeDOS,1734.63,7.5,12.22,1010.0
200,200,Samsung,Intel i7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,9.5,2.62,Windows,2617.78,7.9,11.12,1412.0
201,201,Razer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,11.6,1.82,macOS,2088.13,7.6,13.23,536.0
202,202,Razer,Intel i7,64,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,6.2,2.21,FreeDOS,5519.35,8.6,14.26,1818.0
203,203,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.8,2.22,Linux,1683.6,7.4,9.75,1610.0
204,204,Microsoft,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.8,1.68,Windows,1131.03,7.0,11.86,1016.0
205,205,MSI,Intel i7,4,256GB SSD,Integrated,14.0,1920x1080,7.2,2.87,Windows,908.17,6.8,2.97,963.0
206,206,Dell,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,7.5,3.33,Windows,1879.12,7.5,10.09,1574.0
207,207,HP,Intel i7,64,512GB SSD,Integrated,15.6,1920x1080,5.0,2.8,Linux,2246.54,7.7,10.94,985.0
208,208,HP,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.0,2.68,FreeDOS,4841.47,8.5,6.56,964.0
209,209,Microsoft,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.2,2.79,Windows,4856.96,8.5,9.96,1260.0
210,210,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,14.0,1366x768,8.9,2.76,macOS,3322.3,8.1,11.73,718.0
211,211,HP,AMD Ryzen 3,4,256GB SSD,Integrated,17.3,3840x2160,11.7,2.18,Windows,844.17,6.7,13.25,721.0
212,212,MSI,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,4.2,3.49,FreeDOS,4651.94,8.4,17.22,946.0
213,213,Samsung,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,8.6,3.08,Windows,3543.53,8.2,12.49,1318.0
214,214,Microsoft,AMD Ryzen 7,16,2TB SSD,Integrated,16.0,2560x1440,11.3,2.64,FreeDOS,1251.15,7.1,14.39,1783.0
215,215,Asus,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3080,14.0,1366x768,12.0,2.9,Linux,1671.77,7.4,7.29,875.0
216,216,Microsoft,Intel i5,32,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.1,1.27,FreeDOS,1618.07,7.4,15.35,1231.0
217,217,Asus,Intel i9,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,6.8,2.19,macOS,1629.89,7.4,10.44,908.0
218,218,Microsoft,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.8,2.59,Linux,7174.89,8.9,9.83,1795.0
219,219,Microsoft,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,7.4,3.17,Linux,1227.22,7.1,9.22,1501.0
220,220,Samsung,Intel i9,64,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,10.6,1.54,macOS,3795.01,8.2,1.71,1341.0
221,221,HP,Intel i7,8,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.8,2.66,Linux,2389.37,7.8,5.98,1393.0
222,222,Asus,Intel i7,32,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.3,1.66,Windows,2649.46,7.9,6.06,977.0
223,223,Apple,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,15.6,1366x768,5.0,1.34,Windows,2797.38,7.9,13.24,1049.0
224,224,MSI,Intel i9,8,2TB SSD,Integrated,14.0,3840x2160,9.4,3.19,macOS,2435.32,7.8,17.39,1287.0
225,225,Lenovo,Intel i7,64,256GB SSD,Integrated,16.0,3840x2160,11.5,2.81,macOS,3608.15,8.2,8.43,1054.0
226,226,Lenovo,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.9,1.67,macOS,1197.24,7.1,11.18,1261.0
227,227,Microsoft,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.6,1.33,Linux,2328.57,7.8,8.77,863.0
228,228,Acer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,10.7,1.3,FreeDOS,1660.74,7.4,9.45,1121.0
229,229,Apple,Intel i7,8,1TB HDD,Integrated,15.6,2560x1440,10.9,1.95,macOS,1565.08,7.4,7.08,1200.0
230,230,Razer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73,6.7,9.37,1049.0
231,231,Microsoft,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14,6.7,12.0,1968.0
232,232,Apple,Intel i5,4,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,5.4,2.16,Windows,1527.84,7.3,8.26,787.0
233,233,Microsoft,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,FreeDOS,1920.67,7.6,10.11,517.0
234,234,MSI,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12,7.1,10.03,746.0
235,235,Samsung,Intel i3,64,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,FreeDOS,1667.97,7.4,11.39,946.0
236,236,MSI,AMD Ryzen 5,32,256GB SSD,Integrated,16.0,1366x768,11.1,3.5,FreeDOS,1160.96,7.1,5.63,862.0
237,237,Acer,Intel i5,8,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1,7.0,5.53,1072.0
238,238,MSI,Intel i5,32,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97,7.9,4.59,1914.0
239,239,Apple,Intel i5,8,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,6.9,3.41,Windows,2850.25,8.0,6.75,1312.0
240,240,Asus,Intel i9,8,1TB SSD,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34,7.4,10.18,1688.0
241,241,Apple,AMD Ryzen 7,32,2TB SSD,Integrated,17.3,1920x1080,4.6,3.25,FreeDOS,2253.39,7.7,15.53,511.0
242,242,MSI,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,macOS,1533.42,7.3,10.63,1428.0
243,243,MSI,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,macOS,3420.88,8.1,10.43,971.0
244,244,Lenovo,Intel i3,32,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16,7.2,9.9,1319.0
245,245,Apple,Intel i3,32,1TB SSD,Integrated,16.0,1366x768,8.2,2.58,macOS,1322.63,7.2,11.81,991.0
246,246,HP,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86,8.3,2.32,947.0
247,247,Samsung,Intel i9,32,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02,8.1,9.83,1758.0
248,248,Lenovo,AMD Ryzen 7,16,2TB SSD,Integrated,13.3,3840x2160,4.1,1.32,Windows,1690.5,7.4,6.43,1155.0
249,249,HP,AMD Ryzen 9,32,2TB SSD,Integrated,15.6,2560x1440,5.1,2.83,Windows,2512.87,7.8,15.18,866.0
250,250,Microsoft,Intel i3,8,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,macOS,1221.31,7.1,9.82,1226.0
251,251,Samsung,Intel i9,32,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,FreeDOS,4815.87,8.5,6.43,1047.0
252,252,Lenovo,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12,7.4,10.82,1091.0
253,253,MSI,Intel i3,32,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25,7.3,11.63,1038.0
254,254,Apple,Intel i5,64,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.7,Windows,6334.14,8.8,9.62,1380.0
255,255,MSI,Intel i3,64,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91,7.7,12.39,1450.0
256,256,Microsoft,AMD Ryzen 5,32,2TB SSD,Integrated,14.0,1920x1080,9.4,2.99,Linux,1235.27,7.1,11.66,990.0
257,257,MSI,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28,6.5,6.17,1073.0
258,258,Dell,Intel i7,16,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6,7.8,7.77,1435.0
259,259,HP,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04,7.8,15.64,845.0
260,260,Asus,Intel i9,16,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42,7.9,11.47,1472.0
261,261,MSI,Intel i7,4,512GB SSD,Integrated,16.0,2560x1440,8.4,2.94,Windows,1333.96,7.2,7.96,748.0
262,262,Asus,Intel i5,8,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69,6.9,11.52,1144.0
263,263,Microsoft,Intel i7,64,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19,8.6,11.75,1454.0
264,264,Razer,AMD Ryzen 9,4,256GB SSD,Integrated,16.0,1366x768,7.7,2.84,macOS,1164.38,7.1,11.54,1106.0
265,265,Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,8.5,1.32,macOS,3359.13,8.1,4.16,1129.0
266,266,Microsoft,Intel i9,32,2TB SSD,Integrated,17.3,1366x768,8.8,1.61,FreeDOS,1630.22,7.4,11.75,1605.0
267,267,Samsung,Intel i3,16,2TB SSD,Nvidia GTX 1650,16.0,1366x768,8.9,3.46,macOS,793.3,6.7,9.42,814.0
268,268,MSI,AMD Ryzen 3,32,512GB SSD,Nvidia GTX 1650,14.0,1366x768,6.2,2.31,Linux,1577.52,7.4,13.43,562.0
269,269,Apple,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.33,Linux,5278.83,8.6,6.04,570.0
270,270,Microsoft,Intel i7,16,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,6.3,3.01,Windows,1674.86,7.4,13.55,1270.0
271,271,Microsoft,Intel i3,16,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,7.6,2.65,FreeDOS,1271.09,7.1,9.82,1104.0
272,272,Asus,Intel i5,32,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,9.7,2.23,Windows,2158.02,7.7,8.58,1200.0
273,273,Apple,Intel i9,8,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,6.7,2.51,macOS,3290.11,8.1,8.13,1491.0
274,274,Samsung,AMD Ryzen 5,64,2TB SSD,Integrated,15.6,1920x1080,9.9,3.31,Windows,1635.83,7.4,9.64,873.0
275,275,Lenovo,AMD Ryzen 3,16,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.9,2.09,FreeDOS,1914.72,7.6,10.68,953.0
276,276,MSI,Intel i5,32,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,1.24,FreeDOS,2636.91,7.9,7.92,1582.0
277,277,HP,Intel i5,32,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15,7.4,8.97,1964.0
278,278,Razer,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3060,15.6,1366x768,11.2,2.8,Linux,1413.93,7.3,11.97,1142.0
279,279,HP,Intel i3,32,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,9.2,3.19,Linux,2126.52,7.7,7.12,1280.0
280,280,Dell,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,8.0,2.5,macOS,1118.09,7.0,10.5,755.0
281,281,HP,Intel i9,16,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,FreeDOS,2152.76,7.7,7.5,980.0
282,282,Razer,Intel i9,64,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,4.9,3.09,FreeDOS,9032.16,9.1,7.82,1988.0
283,283,Lenovo,AMD Ryzen 7,64,512GB SSD,Integrated,16.0,1366x768,5.2,3.33,FreeDOS,1851.67,7.5,15.16,724.0
284,284,Asus,Intel i3,64,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,4.5,2.53,Linux,3159.73,8.1,11.1,540.0
285,285,Samsung,Intel i9,4,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,7.3,1.93,Windows,2775.59,7.9,8.89,1264.0
286,286,Asus,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,10.0,1.22,FreeDOS,1048.32,7.0,12.4,1457.0
287,287,Samsung,Intel i9,32,1TB SSD,Nvidia RTX 3060,16.0,2560x1440,4.5,2.45,Linux,3609.67,8.2,8.08,1274.0
288,288,Acer,AMD Ryzen 5,4,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,11.4,2.03,Linux,775.68,6.7,8.52,1586.0
289,289,Lenovo,Intel i7,32,1TB SSD,Nvidia RTX 3080,15.6,1366x768,8.1,3.13,Linux,1725.51,7.5,13.47,1788.0
290,290,HP,Intel i3,16,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,5.2,1.74,FreeDOS,1124.19,7.0,7.07,1437.0
291,291,Razer,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,5.4,3.16,Linux,4818.17,8.5,6.99,1666.0
292,292,Microsoft,Intel i7,8,512GB SSD,Integrated,16.0,2560x1440,4.3,2.21,macOS,1089.96,7.0,8.18,737.0
293,293,Lenovo,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6800,17.3,1366x768,4.6,1.74,Windows,845.64,6.7,10.63,1073.0
294,294,Apple,Intel i5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.9,2.24,Windows,3337.78,8.1,9.21,336.0
295,295,Acer,Intel i5,16,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,10.9,1.24,FreeDOS,1239.88,7.1,8.22,1376.0
296,296,Lenovo,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,6.5,2.39,FreeDOS,1714.24,7.4,14.5,1772.0
297,297,Microsoft,Intel i7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.2,3.22,FreeDOS,2618.18,7.9,10.96,1448.0
298,298,Asus,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,8.6,2.56,macOS,2686.06,7.9,7.73,496.0
299,299,Razer,Intel i9,8,256GB SSD,Nvidia GTX 1650,16.0,1920x1080,7.3,1.9,FreeDOS,2418.11,7.8,11.41,493.0
300,300,Razer,Intel i5,8,1TB HDD,Nvidia RTX 3060,13.3,1366x768,10.3,1.31,Linux,880.5,6.8,5.21,381.0
301,301,Samsung,Intel i3,4,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,8.0,1.26,FreeDOS,825.89,6.7,11.7,1545.0
302,302,Samsung,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,6.6,1.72,Windows,1709.79,7.4,8.03,1861.0
303,303,Acer,Intel i5,16,1TB HDD,Integrated,13.3,1920x1080,9.5,3.42,Linux,650.45,6.5,10.89,1403.0
304,304,Dell,AMD Ryzen 9,8,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.2,1.81,macOS,2258.04,7.7,3.09,977.0
305,305,Acer,Intel i7,4,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,6.2,1.96,FreeDOS,1484.46,7.3,9.26,1733.0
306,306,Razer,Intel i9,64,1TB HDD,Integrated,14.0,1366x768,4.5,2.97,FreeDOS,2513.62,7.8,11.66,1417.0
307,307,Asus,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,10.6,3.11,FreeDOS,2375.17,7.8,6.46,1600.0
308,308,Dell,Intel i9,64,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,9.8,2.53,Linux,5499.27,8.6,14.87,1446.0
309,309,Dell,AMD Ryzen 9,4,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.2,1.21,Windows,1846.75,7.5,12.6,608.0
310,310,HP,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,7.7,2.99,Windows,1924.55,7.6,8.67,2191.0
311,311,Lenovo,Intel i7,4,1TB SSD,Integrated,16.0,1366x768,8.0,1.71,Windows,614.13,6.4,10.63,707.0
312,312,Asus,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,6.7,1.76,Linux,2803.58,7.9,11.22,1070.0
313,313,Asus,Intel i3,4,256GB SSD,Integrated,15.6,1366x768,7.3,2.55,Windows,422.95,6.0,9.38,1396.0
314,314,Lenovo,AMD Ryzen 9,64,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,10.2,2.14,macOS,2878.94,8.0,11.57,1372.0
315,315,Razer,Intel i5,8,2TB SSD,Nvidia GTX 1650,13.3,1366x768,9.1,1.29,FreeDOS,1253.3,7.1,10.68,1984.0
316,316,Razer,Intel i7,32,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,6.7,1.88,Linux,4889.73,8.5,14.87,1208.0
317,317,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,FreeDOS,3685.52,8.2,9.16,1879.0
318,318,Asus,Intel i9,4,512GB SSD,Integrated,16.0,3840x2160,6.1,3.0,macOS,1922.22,7.6,9.78,405.0
319,319,Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,17.3,1366x768,8.7,2.63,Windows,1323.24,7.2,8.23,556.0
320,320,Lenovo,Intel i5,64,512GB SSD,Nvidia GTX 1650,16.0,1366x768,9.8,2.16,Windows,2148.24,7.7,9.55,1020.0
321,321,Microsoft,Intel i9,16,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,6.4,3.06,macOS,2299.66,7.7,7.48,824.0
322,322,Lenovo,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6600,17.3,1366x768,8.8,2.19,FreeDOS,1747.33,7.5,14.77,1098.0
323,323,Apple,Intel i5,8,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,9.7,3.07,macOS,1499.19,7.3,8.94,1632.0
324,324,HP,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,5.7,1.21,FreeDOS,2602.62,7.9,13.56,1420.0
325,325,Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.0,2.55,FreeDOS,2314.57,7.7,10.3,1354.0
326,326,Razer,Intel i3,4,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,5.4,1.48,FreeDOS,1432.43,7.3,9.3,1226.0
327,327,Lenovo,Intel i9,32,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,10.5,3.2,Linux,2196.34,7.7,11.32,289.0
328,328,Acer,AMD Ryzen 3,64,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,7.4,3.28,FreeDOS,2301.59,7.7,9.21,1771.0
329,329,HP,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,5.0,2.14,Linux,1535.91,7.3,19.34,487.0
330,330,MSI,Intel i3,4,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,5.2,1.63,Linux,810.69,6.7,9.1,1121.0
331,331,Razer,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,10.1,1.38,macOS,1086.03,7.0,12.06,523.0
332,332,Razer,Intel i3,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,FreeDOS,1152.34,7.0,16.26,1385.0
333,333,Lenovo,Intel i5,64,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,11.4,2.7,Windows,4200.16,8.3,7.36,1146.0
334,334,HP,Intel i9,64,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,9.2,2.38,FreeDOS,4058.03,8.3,14.02,1081.0
335,335,Lenovo,Intel i5,8,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.8,1.99,FreeDOS,805.87,6.7,7.05,1475.0
336,336,Apple,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,7.5,1.22,Linux,2553.67,7.8,9.66,1804.0
337,337,MSI,Intel i5,64,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.4,2.88,Windows,3735.42,8.2,8.3,1266.0
338,338,Lenovo,Intel i9,4,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,10.3,1.58,Linux,1447.37,7.3,9.94,945.0
339,339,Microsoft,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.9,2.84,Linux,1816.09,7.5,15.52,1181.0
340,340,Lenovo,AMD Ryzen 5,16,1TB HDD,Integrated,15.6,3840x2160,5.7,1.35,Windows,1302.89,7.2,3.34,1559.0
341,341,Lenovo,Intel i5,16,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.39,macOS,1400.75,7.2,13.96,1169.0
342,342,Samsung,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,7.0,1.65,macOS,1040.34,6.9,16.83,379.0
343,343,Dell,Intel i3,32,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,6.6,1.6,FreeDOS,1885.95,7.5,7.35,855.0
344,344,Dell,Intel i9,16,2TB SSD,AMD Radeon RX 6600,15.6,3840x2160,8.2,3.26,Linux,3744.92,8.2,12.23,815.0
345,345,Samsung,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,10.8,1.23,Linux,2135.12,7.7,4.68,1572.0
346,346,Razer,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,8.5,2.95,Windows,9222.39,9.1,11.26,1051.0
347,347,Dell,Intel i9,16,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,8.7,2.6,Linux,2093.83,7.6,12.52,927.0
348,348,Asus,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,6.9,1.84,macOS,1165.8,7.1,13.51,389.0
349,349,Acer,Intel i7,64,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,11.4,3.2,FreeDOS,3815.29,8.2,12.95,1575.0
350,350,Dell,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,8.3,1.81,Linux,1383.67,7.2,13.26,1409.0
351,351,Razer,Intel i3,4,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,5.4,2.74,Linux,1885.42,7.5,10.02,1481.0
352,352,Microsoft,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,macOS,1705.76,7.4,13.53,1487.0
353,353,Dell,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,9.2,1.71,Windows,1258.78,7.1,9.75,1954.0
354,354,Microsoft,Intel i9,8,1TB HDD,Integrated,14.0,1920x1080,4.5,2.63,Linux,813.28,6.7,4.83,1014.0
355,355,HP,Intel i3,64,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13,7.6,15.83,847.0
356,356,Apple,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,11.9,2.86,Linux,1527.4,7.3,15.11,1656.0
357,357,MSI,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,14.0,1366x768,9.5,3.15,FreeDOS,1520.6,7.3,12.23,664.0
